url_length,dot_count,at_symbol_present,hyphen_count,digit_to_letter_ratio,iframe_count,hidden_forms,password_fields,external_link_ratio,empty_anchors,domain_age_days,ssl_days_to_expire,label
59,1,0,1,0.099,1,0,0,0.219,0,1900,175,0
77,6,0,6,0.132,1,3,0,0.706,17,36,28,1
143,4,0,4,0.432,2,2,0,0.971,9,7,13,1
29,3,0,0,0.015,0,0,0,0.152,1,1624,270,0
95,3,0,2,0.354,4,0,1,0.92,11,22,0,1
51,3,0,1,0.036,1,0,1,0.194,3,3067,277,0
113,4,0,4,0.34,1,1,0,0.863,17,24,29,1
50,5,0,4,0.179,3,1,0,0.716,6,17,17,1
37,1,0,1,0.065,1,0,1,0.079,0,3486,272,0
22,3,0,0,0.056,1,0,1,0.163,3,1039,159,0
58,6,0,6,0.318,3,1,0,0.613,16,0,24,1
55,3,0,1,0.017,1,0,1,0.017,2,2400,287,0
59,2,0,0,0.014,0,0,1,0.288,0,2548,195,0
39,1,0,1,0.071,1,0,1,0.083,2,3208,177,0
50,1,0,1,0.065,1,0,0,0.262,2,3049,288,0
121,6,0,2,0.44,5,0,0,0.896,14,13,22,1
38,1,0,0,0.032,1,0,1,0.147,3,879,128,0
38,2,0,1,0.021,1,0,0,0.254,2,2031,180,0
110,4,0,4,0.515,5,2,1,0.815,19,38,21,1
108,7,1,6,0.553,1,3,1,0.698,9,0,1,1
95,8,0,4,0.502,4,1,1,0.619,5,29,13,1
50,3,0,0,0.02,0,0,0,0.12,3,1014,219,0
43,2,0,0,0.006,0,0,0,0.099,0,3384,327,0
135,5,0,3,0.178,5,0,0,0.631,17,36,3,1
120,8,0,6,0.487,1,2,2,0.859,8,18,22,1
129,7,0,4,0.299,5,0,1,0.975,18,33,19,1
140,4,1,3,0.207,5,3,2,0.743,18,27,28,1
143,3,0,2,0.18,5,3,1,0.633,14,25,-1,1
49,1,0,0,0.064,0,0,1,0.16,1,3151,247,0
52,7,0,6,0.33,1,0,1,0.64,8,38,10,1
107,5,0,4,0.397,2,1,2,0.62,13,0,4,1
53,1,0,0,0.038,0,0,0,0.102,0,3568,258,0
129,6,1,4,0.111,2,0,0,0.771,15,14,27,1
28,1,0,2,0.011,0,0,0,0.026,0,1187,335,0
21,2,0,1,0.094,0,0,1,0.255,0,841,275,0
47,2,0,2,0.054,0,0,0,0.086,0,1720,155,0
34,2,0,2,0.003,0,0,0,0.196,0,3021,104,0
42,3,0,1,0.037,0,0,0,0.169,1,537,155,0
89,3,0,6,0.556,2,1,0,0.881,9,3,16,1
25,2,0,2,0.026,1,0,1,0.154,3,2647,327,0
100,6,1,5,0.232,1,3,2,0.712,15,4,2,1
49,3,0,2,0.062,1,0,1,0.052,0,1013,305,0
53,1,0,0,0.03,0,0,1,0.259,2,788,121,0
59,3,0,1,0.089,1,0,0,0.203,0,1260,232,0
103,4,0,6,0.149,3,1,0,0.616,9,40,10,1
125,5,0,5,0.444,2,0,1,0.816,13,40,27,1
40,2,0,1,0.019,1,0,1,0.266,3,2061,216,0
62,7,0,2,0.103,5,3,1,0.893,15,11,1,1
121,5,1,6,0.251,1,0,0,0.9,11,6,28,1
41,2,0,2,0.054,0,0,0,0.136,2,2760,262,0
87,6,1,2,0.215,3,3,2,0.734,14,8,19,1
45,2,0,0,0.008,1,0,1,0.218,2,935,137,0
40,1,0,0,0.018,1,0,0,0.205,0,2712,310,0
140,3,0,2,0.295,1,3,0,0.796,16,43,17,1
26,2,0,2,0.033,0,0,1,0.279,1,1036,282,0
54,3,0,2,0.081,0,0,0,0.115,3,3087,256,0
95,6,0,3,0.522,5,1,1,0.93,18,7,28,1
73,5,0,5,0.307,3,0,0,0.76,8,40,1,1
45,2,0,0,0.035,0,0,0,0.192,2,2929,146,0
35,3,0,1,0.022,0,0,0,0.256,0,1763,254,0
45,2,0,0,0.014,1,0,1,0.022,1,3294,148,0
102,8,0,6,0.375,2,1,2,0.603,16,20,29,1
64,6,0,4,0.437,5,3,2,0.781,16,12,26,1
74,3,0,3,0.139,5,3,2,0.868,12,6,12,1
40,1,0,2,0.021,1,0,1,0.1,1,570,292,0
110,8,0,6,0.403,1,3,1,0.962,19,24,29,1
39,2,0,0,0.077,0,0,1,0.218,3,2400,343,0
58,2,0,1,0.096,0,0,0,0.268,2,1085,265,0
50,1,0,1,0.095,1,0,1,0.287,0,3240,123,0
135,8,1,2,0.148,3,2,0,0.801,14,5,-1,1
64,8,0,6,0.224,1,3,1,0.605,9,33,23,1
46,2,0,1,0.09,1,0,1,0.206,0,1595,221,0
90,5,1,2,0.339,5,1,2,0.936,16,21,0,1
50,7,0,2,0.189,5,1,0,0.728,20,21,22,1
31,1,0,1,0.03,0,0,1,0.005,2,2280,154,0
25,2,0,2,0.015,0,0,1,0.026,1,2360,280,0
109,8,0,4,0.49,3,3,0,0.759,16,4,16,1
85,6,0,2,0.502,5,1,2,0.665,16,42,29,1
57,3,0,6,0.355,3,0,1,0.646,13,42,7,1
48,1,0,2,0.049,1,0,0,0.174,0,319,96,0
56,3,0,0,0.093,0,0,0,0.071,3,617,110,0
99,3,1,2,0.397,5,0,2,0.67,9,37,2,1
43,3,0,1,0.003,0,0,0,0.142,1,1358,187,0
38,1,0,2,0.051,0,0,1,0.03,1,2857,273,0
60,3,1,2,0.364,4,2,1,0.832,7,45,10,1
49,2,0,2,0.081,1,0,1,0.216,3,2997,104,0
45,3,0,1,0.033,1,0,1,0.064,3,490,319,0
42,3,0,2,0.063,1,0,1,0.113,2,1148,361,0
112,8,0,6,0.295,5,3,1,0.681,18,36,4,1
